time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qw,qx,qy,qz,wx_radps,wy_radps,wz_radps,est_qw,est_qx,est_qy,est_qz,est_wx_radps,est_wy_radps,est_wz_radps,q_norm,est_q_norm,tilt_deg,est_tilt_deg,attitude_error_deg,rate_error_radps,body_z_x,body_z_y,body_z_z,lateral_m,cmd_gimbal_total_deg,ach_gimbal_total_deg,gimbal_lag_error_deg,requested_torque_norm_nm,achievable_torque_norm_nm,available_tvc_torque_nm,torque_authority_margin_nm,rate_limited,position_limited,saturated
1.5299999999999894,-2.4483550836833228,0.0381285121645355,8.209318106318774,-3.6813694724237562,0.06471560800195227,10.684954326787617,0.9965593006784109,-0.0011699123988684066,-0.08287455200455925,1.2898805053657477e-05,0.004082323637598131,3.259794522100703e-06,1.636755145312652e-20,0.9964587750887705,-0.001776874811053933,-0.08406383336210685,-0.00015551514799376625,0.005090640703411753,0.0007801286849068636,0.00034452686539529834,1.0,1.0,9.50857821499437,9.646546922787529,0.15464607238732891,0.0013186839420565317,-0.16517884136034425,0.0023296361987621707,0.9862608798700452,2.4486519555130433,0.09196063454194435,0.10062611951702209,0.010722132546758023,25.107659343965114,1.7913812300735024,88.89885760261133,63.79119825864622,0,0,0
1.5349999999999893,-2.466795118990966,0.03845289174871319,8.26282981296246,-3.6946442267880855,0.06503597498688228,10.719728254873583,0.9965593274513845,-0.0011597882740883327,-0.08287437222689258,1.374052407684692e-05,0.0040447527565945435,0.00014299845701885711,1.636794359800951e-20,0.9964589237037483,-0.001761788590442857,-0.08406240045267122,-0.00014933942884220235,0.006220797107860139,0.0005726803928025057,0.001955285287505479,1.0,1.0,9.508541183769875,9.646345668997307,0.15418811443091154,0.002956845640230324,-0.16517848917097294,0.002309318170209067,0.9862609866383156,2.4670948064396496,0.09113987361153933,0.09998862390398575,0.009623453354179641,25.113300716830867,1.7800323210329019,88.89885760261133,63.785556885780466,0,0,0
1.5399999999999892,-2.4853015241103136,0.038778869983822524,8.316515387708046,-3.707917385290491,0.06535507091508867,10.754501568986903,0.996559386304536,-0.0011497535499949503,-0.08287380420065792,1.457435723136361e-05,0.004010560390593324,0.000314929645025944,1.636559072871158e-20,0.9964589550249437,-0.0017536824621963785,-0.08406220353640506,-0.00014657770272401527,0.003323842771618018,7.807875700285849e-05,0.0008283510555653719,1.0,1.0,9.508459797932753,9.646303540962826,0.15429828161317896,0.0011017462968509145,-0.1651773684236978,0.0022891797195137738,0.9862612212881706,2.485604044594044,0.09143091719106747,0.09939182292598739,0.011703052318701251,25.1303609301225,1.7694078674768414,88.89885760261133,63.76849667248883,0,0,0
1.544999999999989,-2.5038742909252862,0.03910644176566707,8.370374827497308,-3.7211888909259825,0.06567339562252579,10.789274274152536,0.9965594839797168,-0.0011397877011679676,-0.08287276716061516,1.5401922312132704e-05,0.0039894678376724176,0.0005195036213058895,1.6371080757073416e-20,0.996459049105855,-0.001740052210567651,-0.08406137720491245,-0.00014330308132913161,0.005542920821011448,0.00033102772370996025,0.0008474798960003489,1.0,1.0,9.508324734992334,9.646175968357577,0.15409842508098862,0.0017795958837736974,-0.165175319264951,0.0022691796868015567,0.9862616106942774,2.5041796617942924,0.09090848535796146,0.09882077526840688,0.008825386929305488,25.1209132021995,1.7592418863438148,88.89885760261133,63.777944400411826,0,0,0
1.549999999999989,-2.522513410667649,0.03943560210481954,8.424408129364007,-3.7344585399024366,0.06599049518101711,10.824046402126585,0.9965596270310991,-0.001129869638534107,-0.08287118258471816,1.622488814353884e-05,0.0039722062725868566,0.0007544692319146511,1.6367943598009512e-20,0.9965257280434813,-0.0023740986019510275,-0.08325140283211802,-0.0002023109549251771,0.0038086918180453323,-0.0007753681561711058,-0.0016350680578261282,1.0,1.0,9.508126930602423,9.55485421887722,0.15122528081284684,0.0022451251556544396,-0.16517218628052271,0.0022492757798071054,0.9862621809832206,2.5228216492077884,0.10561572551827002,0.09920489033333171,0.015219126640623212,24.920378703910963,1.7660800173423887,88.89885760261133,63.97847889870037,0,0,0
1.5549999999999888,-2.541218870841009,0.039766348234489324,8.478615290937853,-3.7477250457024547,0.0663077119142472,10.858818159387946,0.9965598193196386,-0.0011199565118081435,-0.08286900460623738,1.7046771540368414e-05,0.003985513466825811,0.0009958625611706925,1.6377355075201228e-20,0.9965256203307958,-0.002362287694042675,-0.08325303930661182,-0.0001976547113884632,0.004863035106305048,-0.000659368429550819,0.0014611539541261728,1.0,1.0,9.50786104233385,9.555003704453899,0.1510756603636183,0.0023758797819034942,-0.16516787869846603,0.002229382020128152,0.9862629475459661,2.541529994308617,0.10516114151293104,0.09955848477037532,0.012335409392953975,24.91631711167961,1.7723748118322307,88.89885760261133,63.98254049093172,0,0,0
1.5599999999999887,-2.5599906554678507,0.040098679952020835,8.532996310402513,-3.7609883032138325,0.06662472844596089,10.893589560906102,0.9965600622564105,-0.0011099799274084362,-0.08286621712499748,1.7873247659818986e-05,0.004023156379642295,0.0012437515752176012,1.6367943598009512e-20,0.9965253065675037,-0.0023544378703259164,-0.08325701726953601,-0.00019765686835757133,0.003128966375540004,-0.0015954828273970403,-0.0002660521068406799,1.0,1.0,9.507525113220574,9.555435391994656,0.1515497420605491,0.002988580177940913,-0.1651623646719737,0.0022093611542804196,0.9862639160079072,2.560304681130082,0.10441432313711647,0.09981915485909754,0.014029375223260995,24.948604699849117,1.7770153339981858,88.89885760261133,63.950252902762216,0,0,0
1.5649999999999886,-2.578828748507352,0.04043259674359458,8.58755118593656,-3.7742483920829524,0.06694173775038816,10.92836058969886,0.9965603576543606,-0.0010998740243242302,-0.08286279912534861,1.870977558847979e-05,0.00408933511101077,0.0015020140599820468,1.6367943598009512e-20,0.9965255790256552,-0.002343096829348295,-0.08325407524670324,-0.000197989008713415,0.0045096165188885165,0.0011830031588214805,-0.0005072907405393016,1.0,1.0000000000000002,9.507116628782798,9.555060443531564,0.15145467632620205,0.000731948298928203,-0.16515560262199003,0.0021890810133580545,0.9862650935964855,2.579145693637222,0.10839968617988972,0.10036304289285346,0.011968538241753883,24.857920668815158,1.786697798019426,88.89885760261133,64.04093693379617,0,0,0
1.5699999999999885,-2.597733132622345,0.04076809760006212,8.642279915918165,-3.787504714348031,0.06725834884056531,10.963131342548568,0.9965607067055833,-0.001089576743151593,-0.08285873695837201,1.9561506403873622e-05,0.004176797606065625,0.0017608582004098304,1.637421791613732e-20,0.9965260409284553,-0.002336378871012317,-0.0832487378347452,-0.00019680993842503814,0.002717122104591881,0.0021423560954841906,0.00025130952710636454,1.0,1.0,9.50663393102055,9.554425228844416,0.15179099153732178,0.0015294932794763167,-0.16514756554745935,0.002168417054902983,0.9862664850643682,2.5980530144910112,0.11104971950740057,0.10103609929159148,0.014523708095022654,24.82699331393328,1.7986797569545843,88.89885760261133,64.07186428867806,0,0,0
1.5749999999999884,-2.6167037883499247,0.041105181020047885,8.697182499062412,-3.800757018114333,0.06757475589509729,10.997901857370652,0.9965611092946695,-0.001079029260694474,-0.0828540326098328,2.0433339001788144e-05,0.004290197804823085,0.002017524684326117,1.63616692798817e-20,0.9965262058166694,-0.002335342951113258,-0.08324679016488974,-0.00019804337046719708,0.00037185656622881584,0.0007830864438853249,-0.00052432129099538,1.0,1.0,9.50607716806527,9.554198011279926,0.15295003657254194,0.004141515259868312,-0.16513825739072474,0.00214725122492622,0.9862680899522868,2.6170266242190845,0.11014699244560333,0.10157463354569701,0.016377301387867988,24.871745664313803,1.8082669043443373,88.89885760261133,64.02711193829752,0,0,0
1.5799999999999883,-2.6357406960203775,0.0414438466747982,8.75225893409906,-3.814005472437693,0.06789123338248043,11.032672102139163,0.9965615656288676,-0.0010681588725869298,-0.08284868431627634,2.1331321773210513e-05,0.004436025086858588,0.0022777821069164318,1.635539496175389e-20,0.9965268363866434,-0.0023213824902772236,-0.08323962657763699,-0.00020027924911112405,0.005490355698394744,0.00287967266895073,-0.0013493683610990392,1.0,1.0,9.505446040049652,9.553329701029536,0.15261440100183443,0.0018151254119270312,-0.16512767467552153,0.002125437612923918,0.9862699090873699,2.636066503160569,0.11097971991737322,0.10219611512300467,0.00963652019029296,24.79864670228542,1.8193307169769424,88.89885760261133,64.1002109003259,0,0,0
1.5849999999999882,-2.654843835227169,0.04178409215718881,8.807509219868656,-3.8272496135908747,0.0682066760256665,11.06744215317899,0.9965620757587622,-0.0010569107858889018,-0.08284269191346622,2.2260015065148663e-05,0.004593411254475392,0.002534578022747762,1.63616692798817e-20,0.9965279261780582,-0.0023157861670703396,-0.08322673381759135,-0.0002006483063710985,0.002218445497282324,0.00517626910509396,-0.00032138561109159745,1.0,1.0,9.504740461990139,9.551829806711273,0.15301770866389944,0.00356683092301889,-0.16511581708315506,0.002102866254214475,0.9862719426722424,2.6551726308850623,0.11675390338361068,0.10314621311544202,0.015607630664691298,24.723838565458617,1.836244660664842,88.89885760261133,64.17501903715271,0,0,0
1.589999999999988,-2.6740131831942393,0.042125913447038255,8.86293335559171,-3.8404889580084034,0.0685215442193424,11.102212086072688,0.9965626382126638,-0.0010452430107846344,-0.08283607333981553,2.322293338470024e-05,0.004772946414140839,0.0027804327237569704,1.6336572007370463e-20,0.9965282098695627,-0.0023043679265767098,-0.08322365767389853,-0.00019906280782633966,0.004604236452692758,0.0012350772749630812,0.00025474853112611657,1.0,1.0,9.50396245281617,9.551439784054052,0.15315082327089047,0.001575272461614082,-0.16510272012062616,0.0020794528715757246,0.9862741848413783,2.6743449845673117,0.1087447165139732,0.10351116833078192,0.00716223677419655,24.846910463647777,1.842741705934912,88.89885760261133,64.05194713896356,0,0,0
1.594999999999988,-2.693248717568559,0.04246930618336208,8.918531340402938,-3.8537241581588684,0.06883524125947028,11.13698179096473,0.9965632523448198,-0.0010331133025088897,-0.08282883656092539,2.4223601206977833e-05,0.004964245157676693,0.003030831613940268,1.6349120643626083e-20,0.9965283766578853,-0.002292244860761826,-0.08322198498887215,-0.0002033312820866524,0.004690316162910083,0.0006772031744527139,-0.0021034772840814726,1.0,1.0,9.503112887835492,9.551209030444785,0.15344044128522422,0.0031684729145102742,-0.16508839955363594,0.002055112680167334,0.9862766330217355,2.69358354179936,0.10770860964404573,0.10378412579928045,0.005942889201087805,24.864090729385605,1.8476009778853013,88.89885760261133,64.03476687322572,0,0,0
1.5999999999999879,-2.7125504176558355,0.042814264108782016,8.974303173150568,-3.8669552244451486,0.06914760571339819,11.171751263217235,0.996563919351894,-0.001020494308292866,-0.08282096714645712,2.526428122707392e-05,0.005165738597736161,0.0032882678608434105,1.6298926098603605e-20,0.9964989652015516,-0.0010961519154823924,-0.08359784388038576,-0.00010630976289308353,0.004258311483342828,0.003602117690118772,-0.0014837024426868537,1.0,0.9999999999999999,9.502190092077692,9.591626872871633,0.09101140785165387,0.0017672856649979711,-0.1650728268120859,0.0020297907906863047,0.9862792919845844,2.712888281801524,0.10303454973538242,0.1036758806420461,0.013026908078069,24.87726019398519,1.8456739770633865,88.89885760261133,64.02159740862614,0,0,0
1.6049999999999878,-2.731918262798078,0.043160775511319464,9.030248852673681,-3.880182160807572,0.06945661865227987,11.206520503820137,0.9965646408843792,-0.0010074088218102765,-0.08281244455090851,2.6343062465101578e-05,0.0053387399892730865,0.0035551581278350994,1.6311474734859225e-20,0.9964993856576271,-0.0010856983946678166,-0.083592973055676,-0.00010246306953077751,0.004295376405560936,0.0019543263022710443,0.0011858872066275884,1.0,0.9999999999999999,9.501191760453974,9.591051118240468,0.0914009242631015,0.0022489105292115095,-0.16505596120573449,0.0020035329546628433,0.9862821683099371,2.7322591837438126,0.10014991989876336,0.10339179170428,0.01236079439433975,24.928406198848567,1.8406165465023543,88.89885760261133,63.970451403762766,0,0,0
1.6099999999999877,-2.751352232779602,0.04350882361150032,9.086368377733473,-3.893405139931028,0.06976227331110439,11.241289480683502,0.9965654194092243,-0.0009939261273779298,-0.08280323782823573,2.7454160977524694e-05,0.005484615702935066,0.003837435831142208,1.6311474734859225e-20,0.9964997690343451,-0.0010725224926200912,-0.08358857817702502,-9.80221556928815e-05,0.005400389362801735,0.0017632280104897223,0.001331506352547082,1.0,1.0,9.500114455485681,9.590526217168795,0.09188722384741599,0.0024662403221303118,-0.1650377414442908,0.001976478229142752,0.986285271832028,2.751696227157598,0.09967728917422798,0.10308422816492083,0.013603272747422544,24.932943909520557,1.8351412141446104,88.89885760261133,63.96591369309077,0,0,0
