trial,controller,passed,final_altitude_m,max_altitude_m,max_tilt_deg,final_tilt_deg,max_lateral_m,final_lateral_m,max_angular_rate_radps,min_body_z,saturation_fraction,mass_kg,inertia_scale,thrust_n,wind_x_mps,wind_y_mps,wind_speed_mps,thrust_misalign_deg,thrust_offset_x_m,cp_z_m,cn_alpha,max_gimbal_deg
40,open_loop,0,32.9864,32.9864,68.4479,68.4479,9.02595,9.02595,1.53867,0.367346,0,47.5573,0.931276,835.073,3.70854,2.84573,4.67455,2.1108,0.000817228,0.333765,2.12979,5.46235
40,pd_tvc,1,32.0284,32.0284,18.0115,15.3814,19.3692,19.3692,0.869989,0.950994,0,47.5573,0.931276,835.073,3.70854,2.84573,4.67455,2.1108,0.000817228,0.333765,2.12979,5.46235
40,lqr_tvc,1,32.984,32.984,14.3966,12.5292,15.8005,15.8005,0.783563,0.968598,0,47.5573,0.931276,835.073,3.70854,2.84573,4.67455,2.1108,0.000817228,0.333765,2.12979,5.46235
41,open_loop,0,-3.3584,7.75081,179.341,55.9061,25.3118,25.3118,5.51478,-0.999934,0,50.9468,1.10945,840.407,0.736326,-0.382438,0.82972,0.011098,0.0049033,0.299127,3.01611,4.44884
41,pd_tvc,1,30.0437,30.0437,0.102139,0.102139,0.0568211,0.0568211,0.00398657,0.999998,0,50.9468,1.10945,840.407,0.736326,-0.382438,0.82972,0.011098,0.0049033,0.299127,3.01611,4.44884
41,lqr_tvc,1,30.0437,30.0437,0.0815391,0.0815391,0.0529371,0.0529371,0.00345486,0.999999,0,50.9468,1.10945,840.407,0.736326,-0.382438,0.82972,0.011098,0.0049033,0.299127,3.01611,4.44884
42,open_loop,0,28.9168,28.9168,69.6252,69.6252,10.4821,10.4821,1.29265,0.348161,0,50.8047,1.09371,851.287,3.20247,-3.83747,4.99819,1.33709,0.000939855,0.268161,2.66533,4.19972
42,pd_tvc,1,30.1211,30.1211,11.7306,9.95125,11.8433,11.8433,0.541106,0.979114,0,50.8047,1.09371,851.287,3.20247,-3.83747,4.99819,1.33709,0.000939855,0.268161,2.66533,4.19972
42,lqr_tvc,1,30.5076,30.5076,9.236,8.1022,9.54757,9.54757,0.46763,0.987036,0,50.8047,1.09371,851.287,3.20247,-3.83747,4.99819,1.33709,0.000939855,0.268161,2.66533,4.19972
43,open_loop,0,-9.11807,5.8907,179.161,78.1692,24.6016,24.6016,8.89175,-0.999893,0,48.3499,0.983296,837.494,-0.0125051,0.125095,0.125718,0.129457,0.00661326,0.544843,2.94589,5.58207
43,pd_tvc,1,33.7305,33.7305,1.11638,0.899011,1.20773,1.20773,0.0534405,0.99981,0,48.3499,0.983296,837.494,-0.0125051,0.125095,0.125718,0.129457,0.00661326,0.544843,2.94589,5.58207
43,lqr_tvc,1,33.7341,33.7341,0.890873,0.747143,0.98565,0.98565,0.0474367,0.999879,0,48.3499,0.983296,837.494,-0.0125051,0.125095,0.125718,0.129457,0.00661326,0.544843,2.94589,5.58207
44,open_loop,0,2.39898,9.77938,176.199,66.0628,25.4564,25.4564,4.91615,-0.9978,0,51.4955,0.926054,826.564,-2.00949,5.51906,5.87351,1.92923,0.00240166,0.38609,2.44847,4.03561
44,pd_tvc,1,25.7444,25.7444,16.6229,15.0942,17.0087,17.0087,0.802931,0.958208,0,51.4955,0.926054,826.564,-2.00949,5.51906,5.87351,1.92923,0.00240166,0.38609,2.44847,4.03561
44,lqr_tvc,1,26.5249,26.5249,13.293,12.2527,13.9489,13.9489,0.724252,0.973207,0,51.4955,0.926054,826.564,-2.00949,5.51906,5.87351,1.92923,0.00240166,0.38609,2.44847,4.03561
45,open_loop,0,-2.45696,8.18087,173.664,116.174,24.8367,24.8367,5.70753,-0.993893,0,48.9889,1.00472,848.584,3.51133,-6.50945,7.39611,0.921744,0.00538027,0.481604,1.87798,4.0413
45,pd_tvc,1,33.2391,33.2391,7.75327,6.33495,8.11135,8.11135,0.369533,0.990858,0,48.9889,1.00472,848.584,3.51133,-6.50945,7.39611,0.921744,0.00538027,0.481604,1.87798,4.0413
45,lqr_tvc,1,33.4103,33.4103,6.17234,5.18663,6.57056,6.57056,0.326201,0.994203,0,48.9889,1.00472,848.584,3.51133,-6.50945,7.39611,0.921744,0.00538027,0.481604,1.87798,4.0413
46,open_loop,0,29.213,29.213,54.4637,54.4637,8.84529,8.84529,0.940105,0.581219,0,51.3419,0.870473,854.212,5.72264,-3.1273,6.5214,0.113053,0.00034412,0.177568,2.46477,4.18431
46,pd_tvc,1,30.6669,30.6669,0.750267,0.456052,0.507215,0.507215,0.0383361,0.999914,0,51.3419,0.870473,854.212,5.72264,-3.1273,6.5214,0.113053,0.00034412,0.177568,2.46477,4.18431
46,lqr_tvc,1,30.6678,30.6678,0.610072,0.367321,0.417796,0.417796,0.0351332,0.999943,0,51.3419,0.870473,854.212,5.72264,-3.1273,6.5214,0.113053,0.00034412,0.177568,2.46477,4.18431
47,open_loop,0,-6.19,6.29473,177.723,149.447,23.2195,23.2195,7.38775,-0.99921,0,50.8031,0.912127,841.26,2.41723,-1.18967,2.69412,1.95619,0.00549898,0.443089,3.05244,4.21736
47,pd_tvc,1,28.1119,28.1119,16.7454,13.2257,16.8848,16.8848,0.817355,0.957594,0,50.8031,0.912127,841.26,2.41723,-1.18967,2.69412,1.95619,0.00549898,0.443089,3.05244,4.21736
47,lqr_tvc,1,28.8649,28.8649,13.4282,10.9674,13.8224,13.8224,0.739995,0.972662,0,50.8031,0.912127,841.26,2.41723,-1.18967,2.69412,1.95619,0.00549898,0.443089,3.05244,4.21736
48,open_loop,0,-3.98194,7.53663,179.45,111.233,23.7331,23.7331,5.64761,-0.999954,0,49.0666,1.04765,830.286,2.26741,0.451392,2.31191,1.81123,0.00555494,0.255925,3.17175,5.84959
48,pd_tvc,1,29.9792,29.9792,15.6152,13.2685,16.0584,16.0584,0.728416,0.963091,0,49.0666,1.04765,830.286,2.26741,0.451392,2.31191,1.81123,0.00555494,0.255925,3.17175,5.84959
48,lqr_tvc,1,30.6735,30.6735,12.3408,10.8232,13.0144,13.0144,0.63626,0.976894,0,49.0666,1.04765,830.286,2.26741,0.451392,2.31191,1.81123,0.00555494,0.255925,3.17175,5.84959
49,open_loop,0,-2.20301,8.71113,176.745,30.2138,25.8553,25.8553,5.17317,-0.998387,0,49.0849,1.05762,833.539,-1.47452,-3.69987,3.98287,0.545279,0.00436293,0.26412,2.93232,4.91025
49,pd_tvc,1,32.0056,32.0056,4.80847,4.51233,5.31398,5.31398,0.22371,0.99648,0,49.0849,1.05762,833.539,-1.47452,-3.69987,3.98287,0.545279,0.00436293,0.26412,2.93232,4.91025
49,lqr_tvc,1,32.077,32.077,3.80433,3.66473,4.33912,4.33912,0.194925,0.997796,0,49.0849,1.05762,833.539,-1.47452,-3.69987,3.98287,0.545279,0.00436293,0.26412,2.93232,4.91025
50,open_loop,0,-1.15864,9.25066,179.235,45.8311,25.7078,25.7078,5.26221,-0.999911,0,49.802,1.10222,864.922,-0.449472,-0.305631,0.54354,0.976957,0.00463346,0.291457,2.66046,5.25993
50,pd_tvc,1,33.2694,33.2694,8.86444,7.83811,9.61942,9.61942,0.406575,0.988056,0,49.802,1.10222,864.922,-0.449472,-0.305631,0.54354,0.976957,0.00463346,0.291457,2.66046,5.25993
50,lqr_tvc,1,33.5086,33.5086,6.97602,6.37762,7.78699,7.78699,0.350684,0.992597,0,49.802,1.10222,864.922,-0.449472,-0.305631,0.54354,0.976957,0.00463346,0.291457,2.66046,5.25993
51,open_loop,0,34.8666,34.8666,61.3346,61.3346,5.73418,5.73418,1.52772,0.479694,0,48.123,1.08771,857.92,0.518811,0.0728808,0.523905,2.11278,0.000489175,0.525442,1.85921,5.83521
51,pd_tvc,1,32.8531,32.8531,19.1038,15.8985,20.7945,20.7945,0.873978,0.944927,0,48.123,1.08771,857.92,0.518811,0.0728808,0.523905,2.11278,0.000489175,0.525442,1.85921,5.83521
51,lqr_tvc,1,33.9705,33.9705,15.0054,13.0619,16.8662,16.8662,0.756269,0.965901,0,48.123,1.08771,857.92,0.518811,0.0728808,0.523905,2.11278,0.000489175,0.525442,1.85921,5.83521
52,open_loop,0,28.0913,28.0913,134.546,134.546,22.7494,22.7494,2.23736,-0.70148,0,47.5601,0.850505,868.977,-1.40088,-4.91866,5.11426,0.0612166,0.00103767,0.151935,2.2269,4.97014
52,pd_tvc,1,37.9775,37.9775,0.810858,0.810858,1.0316,1.0316,0.0292132,0.9999,0,47.5601,0.850505,868.977,-1.40088,-4.91866,5.11426,0.0612166,0.00103767,0.151935,2.2269,4.97014
52,lqr_tvc,1,37.9792,37.9792,0.654716,0.654716,0.904325,0.904325,0.026928,0.999935,0,47.5601,0.850505,868.977,-1.40088,-4.91866,5.11426,0.0612166,0.00103767,0.151935,2.2269,4.97014
53,open_loop,0,4.09202,11.3459,173.463,25.8753,25.7855,25.7855,5.0541,-0.993498,0,49.5351,0.942113,846.175,2.96806,7.39526,7.96864,2.05226,0.00331191,0.25259,3.01189,4.65106
53,pd_tvc,1,30.0617,30.0617,17.7263,15.3567,18.5185,18.5185,0.852121,0.952522,0,49.5351,0.942113,846.175,2.96806,7.39526,7.96864,2.05226,0.00331191,0.25259,3.01189,4.65106
53,lqr_tvc,1,30.9603,30.9603,14.1498,12.5008,15.0969,15.0969,0.765014,0.96966,0,49.5351,0.942113,846.175,2.96806,7.39526,7.96864,2.05226,0.00331191,0.25259,3.01189,4.65106
54,open_loop,0,25.5491,25.5491,122.213,122.213,19.998,19.998,2.15464,-0.533069,0,48.7283,0.924698,842.205,4.52373,-1.56946,4.78825,1.0208,0.00168946,0.207322,1.85449,4.95382
54,pd_tvc,1,32.9302,32.9302,8.66521,7.74325,9.22,9.22,0.423289,0.988586,0,48.7283,0.924698,842.205,4.52373,-1.56946,4.78825,1.0208,0.00168946,0.207322,1.85449,4.95382
54,lqr_tvc,1,33.1497,33.1497,6.95485,6.24656,7.48282,7.48282,0.382017,0.992642,0,48.7283,0.924698,842.205,4.52373,-1.56946,4.78825,1.0208,0.00168946,0.207322,1.85449,4.95382
55,open_loop,0,-10.0973,5.81584,179.504,129.499,23.9632,23.9632,7.23947,-0.999962,0,47.8071,0.894714,832.463,-4.27892,-1.44594,4.51662,1.35941,0.0052716,0.521497,2.99523,5.42394
55,pd_tvc,1,32.7681,32.7681,12.0479,11.0693,13.833,13.833,0.588909,0.977973,0,47.8071,0.894714,832.463,-4.27892,-1.44594,4.51662,1.35941,0.0052716,0.521497,2.99523,5.42394
55,lqr_tvc,1,33.2188,33.2188,9.67405,9.12609,11.4407,11.4407,0.535542,0.98578,0,47.8071,0.894714,832.463,-4.27892,-1.44594,4.51662,1.35941,0.0052716,0.521497,2.99523,5.42394
56,open_loop,0,14.8189,15.8155,171.783,161.497,23.3001,23.3001,3.81688,-0.989734,0,50.4132,0.923142,820.413,-1.50006,4.24311,4.50046,0.481402,0.00126109,0.454603,2.48648,5.75258
56,pd_tvc,1,28.8848,28.8848,4.17469,4.03396,4.54205,4.54205,0.202676,0.997347,0,50.4132,0.923142,820.413,-1.50006,4.24311,4.50046,0.481402,0.00126109,0.454603,2.48648,5.75258
56,lqr_tvc,1,28.9366,28.9366,3.3474,3.29014,3.74693,3.74693,0.182971,0.998294,0,50.4132,0.923142,820.413,-1.50006,4.24311,4.50046,0.481402,0.00126109,0.454603,2.48648,5.75258
57,open_loop,0,-7.5027,5.67624,177.616,112.386,23.5824,23.5824,5.81293,-0.999135,0,52.3224,1.07447,821.078,2.35121,-1.73558,2.9224,0.0994787,0.00584699,0.489558,1.92791,5.47023
57,pd_tvc,1,26.4381,26.4381,0.735397,0.446363,0.574076,0.574076,0.0353817,0.999918,0,52.3224,1.07447,821.078,2.35121,-1.73558,2.9224,0.0994787,0.00584699,0.489558,1.92791,5.47023
57,lqr_tvc,1,26.4393,26.4393,0.582627,0.363521,0.451771,0.451771,0.0307334,0.999948,0,52.3224,1.07447,821.078,2.35121,-1.73558,2.9224,0.0994787,0.00584699,0.489558,1.92791,5.47023
58,open_loop,0,-6.89627,7.27993,179.077,129.002,25.8049,25.8049,5.5359,-0.99987,0,49.062,0.857394,878.673,-5.16909,-4.55631,6.89053,0.564333,0.00362263,0.398514,2.65527,5.07147
58,pd_tvc,1,36.0109,36.0109,5.93174,5.93174,7.21106,7.21106,0.27742,0.994646,0,49.062,0.857394,878.673,-5.16909,-4.55631,6.89053,0.564333,0.00362263,0.398514,2.65527,5.07147
58,lqr_tvc,1,36.1206,36.1206,4.84764,4.84764,6.04205,6.04205,0.255192,0.996423,0,49.062,0.857394,878.673,-5.16909,-4.55631,6.89053,0.564333,0.00362263,0.398514,2.65527,5.07147
59,open_loop,0,34.4963,34.4963,88.1458,88.1458,5.39361,5.39361,3.18857,0.032357,0,49.4756,0.940814,877.507,6.88816,-0.362085,6.89767,1.89751,0.00258985,0.47478,3.14077,4.58163
59,pd_tvc,1,33.7299,33.7299,16.0033,10.2686,15.8498,15.8498,0.781514,0.961246,0,49.4756,0.940814,877.507,6.88816,-0.362085,6.89767,1.89751,0.00258985,0.47478,3.14077,4.58163
59,lqr_tvc,1,34.3779,34.3779,12.8259,8.79267,12.8644,12.8644,0.701991,0.975049,0,49.4756,0.940814,877.507,6.88816,-0.362085,6.89767,1.89751,0.00258985,0.47478,3.14077,4.58163
60,open_loop,0,16.3561,17.8713,171.254,105.814,24.7426,24.7426,5.29718,-0.988372,0,48.2636,0.916343,840.678,1.19212,-2.37017,2.65308,1.10244,0.00206109,0.397243,2.36535,4.76124
60,pd_tvc,1,33.4049,33.4049,9.42425,8.01214,10.261,10.261,0.461196,0.986503,0,48.2636,0.916343,840.678,1.19212,-2.37017,2.65308,1.10244,0.00206109,0.397243,2.36535,4.76124
60,lqr_tvc,1,33.6662,33.6662,7.56804,6.54693,8.38186,8.38186,0.417103,0.991289,0,48.2636,0.916343,840.678,1.19212,-2.37017,2.65308,1.10244,0.00206109,0.397243,2.36535,4.76124
61,open_loop,0,-1.96238,8.59286,179.072,78.8061,24.8758,24.8758,5.57135,-0.999869,0,50.4787,0.869435,867.224,-0.760239,-0.155723,0.776024,1.1506,0.00376476,0.303606,2.78481,5.05534
61,pd_tvc,1,32.1773,32.1773,10.2115,9.26145,11.2779,11.2779,0.504658,0.98416,0,50.4787,0.869435,867.224,-0.760239,-0.155723,0.776024,1.1506,0.00376476,0.303606,2.78481,5.05534
61,lqr_tvc,1,32.4899,32.4899,8.22414,7.5257,9.2607,9.2607,0.462416,0.989716,0,50.4787,0.869435,867.224,-0.760239,-0.155723,0.776024,1.1506,0.00376476,0.303606,2.78481,5.05534
62,open_loop,0,-9.5419,5.44474,177.763,146.988,22.8364,22.8364,7.04612,-0.999238,0,52.195,0.907925,864.106,2.52286,2.7786,3.75306,1.54752,0.00600389,0.37597,1.993,4.26845
62,pd_tvc,1,28.7805,28.7805,13.5979,11.8658,14.0598,14.0598,0.664974,0.97197,0,52.195,0.907925,864.106,2.52286,2.7786,3.75306,1.54752,0.00600389,0.37597,1.993,4.26845
62,lqr_tvc,1,29.3015,29.3015,10.9145,9.64375,11.4887,11.4887,0.602678,0.981911,0,52.195,0.907925,864.106,2.52286,2.7786,3.75306,1.54752,0.00600389,0.37597,1.993,4.26845
63,open_loop,0,-0.701551,8.55475,179.449,5.4368,24.8706,24.8706,5.3517,-0.999954,0,51.7197,1.02658,829.789,0.0361266,-0.105898,0.111891,1.18755,0.0038201,0.409136,2.08914,4.15155
63,pd_tvc,1,27.1735,27.1735,10.2322,9.0824,10.3228,10.3228,0.481151,0.984096,0,51.7197,1.02658,829.789,0.0361266,-0.105898,0.111891,1.18755,0.0038201,0.409136,2.08914,4.15155
63,lqr_tvc,1,27.4677,27.4677,8.11644,7.37952,8.38743,8.38743,0.422452,0.989983,0,51.7197,1.02658,829.789,0.0361266,-0.105898,0.111891,1.18755,0.0038201,0.409136,2.08914,4.15155
64,open_loop,0,33.3381,33.3381,37.7231,37.7231,4.40321,4.40321,1.29278,0.790977,0,49.0479,0.897152,850.525,3.68556,0.712992,3.75389,1.93728,0.00105066,0.545791,2.26442,5.56513
64,pd_tvc,1,31.5784,31.5784,16.5837,12.6846,17.374,17.374,0.815784,0.958404,0,49.0479,0.897152,850.525,3.68556,0.712992,3.75389,1.93728,0.00105066,0.545791,2.26442,5.56513
64,lqr_tvc,1,32.341,32.341,13.3279,10.5489,14.2203,14.2203,0.741438,0.973067,0,49.0479,0.897152,850.525,3.68556,0.712992,3.75389,1.93728,0.00105066,0.545791,2.26442,5.56513
65,open_loop,0,15.8541,17.6815,178.757,115.482,25.7036,25.7036,4.80879,-0.999765,0,48.65,1.06953,855.542,1.23728,-0.319692,1.27791,1.45219,0.00249663,0.284399,2.79988,4.42908
65,pd_tvc,1,33.5008,33.5008,12.9414,11.042,13.9574,13.9574,0.600525,0.9746,0,48.65,1.06953,855.542,1.23728,-0.319692,1.27791,1.45219,0.00249663,0.284399,2.79988,4.42908
65,lqr_tvc,1,34.003,34.003,10.2115,9.00734,11.3022,11.3022,0.521853,0.98416,0,48.65,1.06953,855.542,1.23728,-0.319692,1.27791,1.45219,0.00249663,0.284399,2.79988,4.42908
66,open_loop,0,-6.07936,6.80881,179.696,160.199,23.9583,23.9583,6.9582,-0.999986,0,48.8584,0.934626,848.254,5.41101,0.175027,5.41384,1.4745,0.0062386,0.248774,2.53275,4.77998
66,pd_tvc,1,32.6349,32.6349,12.5446,10.6001,13.0893,13.0893,0.610464,0.976127,0,48.8584,0.934626,848.254,5.41101,0.175027,5.41384,1.4745,0.0062386,0.248774,2.53275,4.77998
66,lqr_tvc,1,33.0793,33.0793,10.0528,8.62407,10.6188,10.6188,0.549325,0.984647,0,48.8584,0.934626,848.254,5.41101,0.175027,5.41384,1.4745,0.0062386,0.248774,2.53275,4.77998
67,open_loop,0,26.2115,26.2115,126.739,126.739,18.2622,18.2622,3.69928,-0.598175,0,50.5564,0.917631,864.95,5.82062,-1.66493,6.05406,0.64703,0.00246216,0.374366,2.76403,5.22534
67,pd_tvc,1,32.6044,32.6044,5.13864,3.41433,4.74719,4.74719,0.255605,0.995981,0,50.5564,0.917631,864.95,5.82062,-1.66493,6.05406,0.64703,0.00246216,0.374366,2.76403,5.22534
67,lqr_tvc,1,32.6679,32.6679,4.14416,2.8192,3.79046,3.79046,0.231109,0.997385,0,50.5564,0.917631,864.95,5.82062,-1.66493,6.05406,0.64703,0.00246216,0.374366,2.76403,5.22534
68,open_loop,0,-2.30461,8.31763,176.874,61.2223,24.4058,24.4058,5.42311,-0.998512,0,51.9187,0.881291,872.878,1.64872,-2.58195,3.06345,1.46798,0.00388895,0.21043,3.05724,4.50578
68,pd_tvc,1,30.0204,30.0204,13.0509,11.7196,13.7946,13.7946,0.643513,0.97417,0,51.9187,0.881291,872.878,1.64872,-2.58195,3.06345,1.46798,0.00388895,0.21043,3.05724,4.50578
68,lqr_tvc,1,30.5097,30.5097,10.5002,9.48816,11.2875,11.2875,0.587444,0.983254,0,51.9187,0.881291,872.878,1.64872,-2.58195,3.06345,1.46798,0.00388895,0.21043,3.05724,4.50578
69,open_loop,0,-5.64449,6.80602,177.161,47.7366,23.9693,23.9693,5.21505,-0.998773,0,51.7532,0.886058,829.766,0.794265,-3.42061,3.51161,0.824563,0.00418478,0.20898,2.55051,5.40483
69,pd_tvc,1,27.5676,27.5676,6.95197,6.42797,7.11727,7.11727,0.343435,0.992648,0,51.7532,0.886058,829.766,0.794265,-3.42061,3.51161,0.824563,0.00418478,0.20898,2.55051,5.40483
69,lqr_tvc,1,27.7028,27.7028,5.59882,5.18605,5.8205,5.8205,0.313051,0.995229,0,51.7532,0.886058,829.766,0.794265,-3.42061,3.51161,0.824563,0.00418478,0.20898,2.55051,5.40483
70,open_loop,0,19.4771,20.5521,175.41,127.971,24.9824,24.9824,4.38365,-0.996792,0,47.6581,0.925826,865.958,-0.53656,-2.08564,2.15355,1.8844,0.00177886,0.254938,2.67628,5.66318
70,pd_tvc,1,34.897,34.897,16.8905,15.1955,19.3585,19.3585,0.814425,0.956862,0,47.6581,0.925826,865.958,-0.53656,-2.08564,2.15355,1.8844,0.00177886,0.254938,2.67628,5.66318
70,lqr_tvc,1,35.8011,35.8011,13.4996,12.3189,15.8407,15.8407,0.734663,0.972371,0,47.6581,0.925826,865.958,-0.53656,-2.08564,2.15355,1.8844,0.00177886,0.254938,2.67628,5.66318
71,open_loop,0,3.5017,10.6402,176.949,15.2201,25.1024,25.1024,5.40731,-0.998583,0,51.052,0.877324,850.122,3.16161,-1.61431,3.5499,1.79403,0.00320208,0.247378,2.54903,5.52641
71,pd_tvc,1,28.7515,28.7515,15.5019,13.7469,16.0686,16.0686,0.764459,0.963622,0,51.052,0.877324,850.122,3.16161,-1.61431,3.5499,1.79403,0.00320208,0.247378,2.54903,5.52641
71,lqr_tvc,1,29.4285,29.4285,12.4693,11.1376,13.1459,13.1459,0.698738,0.976412,0,51.052,0.877324,850.122,3.16161,-1.61431,3.5499,1.79403,0.00320208,0.247378,2.54903,5.52641
72,open_loop,0,-5.68893,6.90684,175.06,167.444,25.105,25.105,6.73394,-0.996285,0,49.3375,0.863063,856.288,2.52692,-4.42191,5.093,0.193421,0.00523295,0.32253,2.81004,4.38524
72,pd_tvc,1,33.8682,33.8682,1.52623,1.36631,1.62848,1.62848,0.0771806,0.999645,0,49.3375,0.863063,856.288,2.52692,-4.42191,5.093,0.193421,0.00523295,0.32253,2.81004,4.38524
72,lqr_tvc,1,33.8747,33.8747,1.23753,1.11153,1.34773,1.34773,0.070891,0.999767,0,49.3375,0.863063,856.288,2.52692,-4.42191,5.093,0.193421,0.00523295,0.32253,2.81004,4.38524
73,open_loop,0,2.26105,10.1294,177.234,58.5721,26.1405,26.1405,4.85737,-0.998835,0,50.5748,0.872588,831.392,-0.650951,7.37266,7.40134,2.30218,0.00231904,0.298332,2.88384,4.50066
73,pd_tvc,1,26.477,26.477,19.798,17.8004,20.5453,20.5453,0.969802,0.940893,0,50.5748,0.872588,831.392,-0.650951,7.37266,7.40134,2.30218,0.00231904,0.298332,2.88384,4.50066
73,lqr_tvc,1,27.5908,27.5908,15.884,14.4408,16.8958,16.8958,0.887695,0.961818,0,50.5748,0.872588,831.392,-0.650951,7.37266,7.40134,2.30218,0.00231904,0.298332,2.88384,4.50066
74,open_loop,0,-8.16486,5.89723,178.928,73.2037,23.4826,23.4826,9.00953,-0.999825,0,48.8004,0.862705,826.815,5.31888,0.696129,5.36424,1.19411,0.0066075,0.39703,2.40236,5.3882
74,pd_tvc,1,31.33,31.33,9.58232,7.45592,9.62351,9.62351,0.481332,0.986047,0,48.8004,0.862705,826.815,5.31888,0.696129,5.36424,1.19411,0.0066075,0.39703,2.40236,5.3882
74,lqr_tvc,1,31.5717,31.5717,7.75503,6.12204,7.82994,7.82994,0.442105,0.990854,0,48.8004,0.862705,826.815,5.31888,0.696129,5.36424,1.19411,0.0066075,0.39703,2.40236,5.3882
75,open_loop,0,-10.0778,5.79817,179.733,68.43,23.8204,23.8204,8.64866,-0.999989,0,48.6736,0.964422,858.4,-0.288357,0.152232,0.326074,1.00802,0.00689627,0.39849,2.97742,5.80774
75,pd_tvc,1,34.4454,34.4454,8.92791,7.57768,9.90598,9.90598,0.428367,0.987884,0,48.6736,0.964422,858.4,-0.288357,0.152232,0.326074,1.00802,0.00689627,0.39849,2.97742,5.80774
75,lqr_tvc,1,34.6857,34.6857,7.12969,6.23153,8.09063,8.09063,0.382176,0.992268,0,48.6736,0.964422,858.4,-0.288357,0.152232,0.326074,1.00802,0.00689627,0.39849,2.97742,5.80774
76,open_loop,0,4.17894,11.7021,179.066,3.46511,26.8613,26.8613,5.33134,-0.999867,0,48.181,0.964853,849.182,-0.496743,-0.340814,0.602419,0.75511,0.00332476,0.379546,2.14411,4.04432
76,pd_tvc,1,34.7032,34.7032,6.61793,5.93559,7.4411,7.4411,0.317542,0.993337,0,48.181,0.964853,849.182,-0.496743,-0.340814,0.602419,0.75511,0.00332476,0.379546,2.14411,4.04432
76,lqr_tvc,1,34.8387,34.8387,5.28613,4.83131,6.07297,6.07297,0.283264,0.995747,0,48.181,0.964853,849.182,-0.496743,-0.340814,0.602419,0.75511,0.00332476,0.379546,2.14411,4.04432
77,open_loop,0,16.8417,17.8437,178.921,159.568,23.5344,23.5344,3.49777,-0.999823,0,49.4537,1.04165,842.99,-4.77065,2.20179,5.25423,1.72465,0.000867089,0.392444,2.76666,5.46374
77,pd_tvc,1,30.3445,30.3445,15.5749,14.259,17.0075,17.0075,0.725632,0.96328,0,49.4537,1.04165,842.99,-4.77065,2.20179,5.25423,1.72465,0.000867089,0.392444,2.76666,5.46374
77,lqr_tvc,1,31.0847,31.0847,12.319,11.626,13.9105,13.9105,0.634688,0.976975,0,49.4537,1.04165,842.99,-4.77065,2.20179,5.25423,1.72465,0.000867089,0.392444,2.76666,5.46374
78,open_loop,0,10.1648,13.7537,175.066,96.2554,25.797,25.797,4.89976,-0.996294,0,50.7635,0.896668,852.061,6.35724,2.43008,6.80586,1.35241,0.0029902,0.239501,1.8134,4.1938
78,pd_tvc,1,30.2539,30.2539,11.4982,10.1948,11.7944,11.7944,0.5662,0.979931,0,50.7635,0.896668,852.061,6.35724,2.43008,6.80586,1.35241,0.0029902,0.239501,1.8134,4.1938
78,lqr_tvc,1,30.624,30.624,9.24927,8.23976,9.58649,9.58649,0.51466,0.986998,0,50.7635,0.896668,852.061,6.35724,2.43008,6.80586,1.35241,0.0029902,0.239501,1.8134,4.1938
79,open_loop,0,4.05853,10.5531,171.685,164.84,24.7219,24.7219,6.79224,-0.989488,0,47.9318,0.926935,863.492,3.75569,2.74368,4.65113,1.82744,0.00466912,0.529548,2.98354,5.98457
79,pd_tvc,1,34.8501,34.8501,15.7368,10.8114,16.6399,16.6399,0.768586,0.962518,0,47.9318,0.926935,863.492,3.75569,2.74368,4.65113,1.82744,0.00466912,0.529548,2.98354,5.98457
79,lqr_tvc,1,35.5308,35.5308,12.6188,9.18356,13.5892,13.5892,0.693183,0.975845,0,47.9318,0.926935,863.492,3.75569,2.74368,4.65113,1.82744,0.00466912,0.529548,2.98354,5.98457
80,open_loop,0,-8.31085,5.79307,178.224,162.766,23.0732,23.0732,6.72095,-0.99952,0,49.9073,1.03796,825.475,-0.482409,1.34827,1.43197,1.61513,0.00634926,0.501272,2.84127,4.46019
80,pd_tvc,1,28.6593,28.6593,13.9326,11.6069,14.2959,14.2959,0.650373,0.97058,0,49.9073,1.03796,825.475,-0.482409,1.34827,1.43197,1.61513,0.00634926,0.501272,2.84127,4.46019
80,lqr_tvc,1,29.2082,29.2082,11.0259,9.58258,11.6386,11.6386,0.569382,0.981541,0,49.9073,1.03796,825.475,-0.482409,1.34827,1.43197,1.61513,0.00634926,0.501272,2.84127,4.46019
81,open_loop,0,-8.34195,5.59618,179.443,152.658,22.3734,22.3734,7.06595,-0.999953,0,52.0947,1.10558,847.181,1.02013,0.376883,1.08752,2.38211,0.0067374,0.531467,2.89215,4.7583
81,pd_tvc,1,25.5355,25.5355,21.3152,16.5537,20.7425,20.7425,0.968508,0.931595,0,52.0947,1.10558,847.181,1.02013,0.376883,1.08752,2.38211,0.0067374,0.531467,2.89215,4.7583
81,lqr_tvc,1,26.7618,26.7618,16.6954,13.8399,16.8423,16.8423,0.834692,0.957846,0,52.0947,1.10558,847.181,1.02013,0.376883,1.08752,2.38211,0.0067374,0.531467,2.89215,4.7583
82,open_loop,0,4.55663,12.3694,179.824,43.7377,27.7439,27.7439,4.58937,-0.999995,0,49.0618,1.0082,875.573,-3.88589,0.240535,3.89333,1.57816,0.00303466,0.310212,1.95237,5.64055
