trial,controller,passed,final_altitude_m,max_altitude_m,max_tilt_deg,final_tilt_deg,max_lateral_m,final_lateral_m,max_angular_rate_radps,min_body_z,saturation_fraction,mass_kg,inertia_scale,thrust_n,wind_x_mps,wind_y_mps,wind_speed_mps,thrust_misalign_deg,thrust_offset_x_m,cp_z_m,cn_alpha,max_gimbal_deg
82,pd_tvc,1,34.1204,34.1204,14.5299,13.6113,16.6311,16.6311,0.683271,0.968017,0,49.0618,1.0082,875.573,-3.88589,0.240535,3.89333,1.57816,0.00303466,0.310212,1.95237,5.64055
82,lqr_tvc,1,34.8001,34.8001,11.5303,10.9997,13.5747,13.5747,0.602608,0.979819,0,49.0618,1.0082,875.573,-3.88589,0.240535,3.89333,1.57816,0.00303466,0.310212,1.95237,5.64055
83,open_loop,0,10.0558,14.2158,168.526,77.3253,27.3411,27.3411,4.94174,-0.980017,0,48.8622,1.04337,846.015,2.56541,-6.54659,7.0313,0.0302814,0.00285184,0.476418,2.04499,5.87327
83,pd_tvc,1,33.6801,33.6801,1.69003,1.69003,1.55632,1.55632,0.0289458,0.999565,0,48.8622,1.04337,846.015,2.56541,-6.54659,7.0313,0.0302814,0.00285184,0.476418,2.04499,5.87327
83,lqr_tvc,1,33.684,33.684,1.36786,1.36786,1.37876,1.37876,0.0252689,0.999715,0,48.8622,1.04337,846.015,2.56541,-6.54659,7.0313,0.0302814,0.00285184,0.476418,2.04499,5.87327
84,open_loop,0,19.8516,19.9337,177.528,177.528,19.8187,19.8187,3.78609,-0.999069,0,49.5421,0.973875,821.673,0.82499,4.47792,4.55328,2.16841,0.000732929,0.515417,2.98089,5.38119
84,pd_tvc,1,27.7237,27.7237,18.4283,14.675,18.6668,18.6668,0.876426,0.94872,0,49.5421,0.973875,821.673,0.82499,4.47792,4.55328,2.16841,0.000732929,0.515417,2.98089,5.38119
84,lqr_tvc,1,28.6563,28.6563,14.6605,12.2112,15.2604,15.2604,0.779884,0.967443,0,49.5421,0.973875,821.673,0.82499,4.47792,4.55328,2.16841,0.000732929,0.515417,2.98089,5.38119
85,open_loop,0,7.11876,12.6624,179.009,91.825,26.6633,26.6633,4.22221,-0.99985,0,50.875,1.13518,864.886,-2.43791,0.483044,2.4853,1.81163,0.00309131,0.232129,2.73575,5.72881
85,pd_tvc,1,29.9357,29.9357,16.6614,15.1636,17.6734,17.6734,0.751573,0.958016,0,50.875,1.13518,864.886,-2.43791,0.483044,2.4853,1.81163,0.00309131,0.232129,2.73575,5.72881
85,lqr_tvc,1,30.7796,30.7796,13.0357,12.2558,14.3038,14.3038,0.642911,0.97423,0,50.875,1.13518,864.886,-2.43791,0.483044,2.4853,1.81163,0.00309131,0.232129,2.73575,5.72881
86,open_loop,0,-2.72073,8.6489,179.341,34.923,25.1911,25.1911,5.07889,-0.999934,0,49.2148,1.08966,841.681,-1.7963,-0.0520101,1.79706,1.39225,0.00476913,0.316959,2.09328,4.82649
86,pd_tvc,1,31.4367,31.4367,12.3417,11.2545,13.3123,13.3123,0.566543,0.97689,0,49.2148,1.08966,841.681,-1.7963,-0.0520101,1.79706,1.39225,0.00476913,0.316959,2.09328,4.82649
86,lqr_tvc,1,31.9022,31.9022,9.71726,9.11454,10.7941,10.7941,0.490012,0.985653,0,49.2148,1.08966,841.681,-1.7963,-0.0520101,1.79706,1.39225,0.00476913,0.316959,2.09328,4.82649
87,open_loop,0,26.8216,26.8216,61.1511,61.1511,9.51764,9.51764,0.948913,0.482501,0,50.8938,1.14065,825.696,2.60077,3.3562,4.24595,1.57475,0.00102763,0.230388,2.46506,5.24866
87,pd_tvc,1,27.3817,27.3817,13.6112,11.9475,13.4159,13.4159,0.616912,0.971915,0,50.8938,1.14065,825.696,2.60077,3.3562,4.24595,1.57475,0.00102763,0.230388,2.46506,5.24866
87,lqr_tvc,1,27.8991,27.8991,10.6544,9.67407,10.8015,10.8015,0.52715,0.98276,0,50.8938,1.14065,825.696,2.60077,3.3562,4.24595,1.57475,0.00102763,0.230388,2.46506,5.24866
88,open_loop,0,-6.37366,6.09948,174.502,168.876,23.9358,23.9358,6.33794,-0.995399,0,51.6817,0.888474,839.028,2.17879,3.24436,3.90806,0.416279,0.00507318,0.422873,2.89329,4.64073
88,pd_tvc,1,28.7833,28.7833,3.38378,2.64198,3.28572,3.28572,0.169042,0.998257,0,51.6817,0.888474,839.028,2.17879,3.24436,3.90806,0.416279,0.00507318,0.422873,2.89329,4.64073
88,lqr_tvc,1,28.8126,28.8126,2.73381,2.16455,2.67265,2.67265,0.153997,0.998862,0,51.6817,0.888474,839.028,2.17879,3.24436,3.90806,0.416279,0.00507318,0.422873,2.89329,4.64073
89,open_loop,0,5.7578,11.5033,177.075,17.9097,25.7301,25.7301,5.91262,-0.998697,0,49.2425,0.962994,820.315,1.34261,0.86086,1.59489,0.607995,0.00312697,0.35473,3.08594,5.7779
89,pd_tvc,1,30.5696,30.5696,5.05053,4.09884,5.13611,5.13611,0.245127,0.996117,0,49.2425,0.962994,820.315,1.34261,0.86086,1.59489,0.607995,0.00312697,0.35473,3.08594,5.7779
89,lqr_tvc,1,30.6394,30.6394,4.04231,3.35664,4.17173,4.17173,0.218837,0.997512,0,49.2425,0.962994,820.315,1.34261,0.86086,1.59489,0.607995,0.00312697,0.35473,3.08594,5.7779
90,open_loop,0,18.8504,18.8504,132.066,132.066,17.1385,17.1385,2.07665,-0.669989,0,52.3499,0.951827,823.788,-4.12331,1.63448,4.43544,2.1874,0.000674406,0.348399,2.45813,5.82836
90,pd_tvc,1,23.6882,23.6882,18.924,17.6318,19.0218,19.0218,0.904327,0.94595,0,52.3499,0.951827,823.788,-4.12331,1.63448,4.43544,2.1874,0.000674406,0.348399,2.45813,5.82836
90,lqr_tvc,1,24.6978,24.6978,15.0794,14.2385,15.584,15.584,0.809646,0.965566,0,52.3499,0.951827,823.788,-4.12331,1.63448,4.43544,2.1874,0.000674406,0.348399,2.45813,5.82836
91,open_loop,0,4.68197,10.6761,171.221,58.3898,25.469,25.469,5.38262,-0.988286,0,51.2146,1.11586,827.201,2.87164,-6.46374,7.07292,1.30939,0.00333758,0.488445,3.00307,4.07214
91,pd_tvc,1,27.6102,27.6102,10.9524,8.52693,10.4863,10.4863,0.502633,0.981786,0,51.2146,1.11586,827.201,2.87164,-6.46374,7.07292,1.30939,0.00333758,0.488445,3.00307,4.07214
91,lqr_tvc,1,27.9228,27.9228,8.60445,7.07847,8.47045,8.47045,0.432079,0.988745,0,51.2146,1.11586,827.201,2.87164,-6.46374,7.07292,1.30939,0.00333758,0.488445,3.00307,4.07214
92,open_loop,0,-6.76254,6.77262,178.795,157.52,24.5799,24.5799,6.8678,-0.999779,0,47.9428,1.00601,845.774,2.23645,-1.17818,2.52781,0.994899,0.00649579,0.249384,3.19761,4.43194
92,pd_tvc,1,34.557,34.557,8.59255,7.16526,9.19107,9.19107,0.409473,0.988776,0,47.9428,1.00601,845.774,2.23645,-1.17818,2.52781,0.994899,0.00649579,0.249384,3.19761,4.43194
92,lqr_tvc,1,34.7721,34.7721,6.83819,5.84696,7.44177,7.44177,0.361369,0.992886,0,47.9428,1.00601,845.774,2.23645,-1.17818,2.52781,0.994899,0.00649579,0.249384,3.19761,4.43194
93,open_loop,0,10.5658,13.9481,172.955,53.8047,24.2266,24.2266,5.96717,-0.99245,0,51.9295,1.10562,870.591,2.06803,1.77575,2.72581,1.69857,0.00300991,0.481648,2.77386,4.89437
93,pd_tvc,1,29.4099,29.4099,15.3849,11.932,15.4322,15.4322,0.705659,0.964165,0,51.9295,1.10562,870.591,2.06803,1.77575,2.72581,1.69857,0.00300991,0.481648,2.77386,4.89437
93,lqr_tvc,1,30.0612,30.0612,12.0839,9.92109,12.4929,12.4929,0.608231,0.977842,0,51.9295,1.10562,870.591,2.06803,1.77575,2.72581,1.69857,0.00300991,0.481648,2.77386,4.89437
94,open_loop,0,20.3353,20.6084,160.899,132.308,21.6039,21.6039,5.06598,-0.944944,0,49.8209,0.969129,858.448,5.32983,-3.76402,6.52495,1.63586,0.00261054,0.542299,2.25857,5.5027
94,pd_tvc,1,31.8531,31.8531,13.8229,10.1693,13.9678,13.9678,0.666689,0.971039,0,49.8209,0.969129,858.448,5.32983,-3.76402,6.52495,1.63586,0.00261054,0.542299,2.25857,5.5027
94,lqr_tvc,1,32.3645,32.3645,11.0393,8.48306,11.3437,11.3437,0.594088,0.981496,0,49.8209,0.969129,858.448,5.32983,-3.76402,6.52495,1.63586,0.00261054,0.542299,2.25857,5.5027
95,open_loop,0,-7.99677,5.94109,177.655,90.9448,22.5505,22.5505,5.32384,-0.999163,0,51.897,0.972749,831.997,2.5456,-5.00744,5.61735,1.44653,0.00545673,0.195746,2.14724,5.99366
95,pd_tvc,1,26.7314,26.7314,12.3476,11.3294,12.3693,12.3693,0.590568,0.976868,0,51.897,0.972749,831.997,2.5456,-5.00744,5.61735,1.44653,0.00545673,0.195746,2.14724,5.99366
95,lqr_tvc,1,27.1569,27.1569,9.84501,9.12764,10.0523,10.0523,0.525713,0.985274,0,51.897,0.972749,831.997,2.5456,-5.00744,5.61735,1.44653,0.00545673,0.195746,2.14724,5.99366
96,open_loop,0,-3.12784,8.5838,176.615,102.94,25.1037,25.1037,5.35977,-0.998255,0,48.3111,0.935852,870.725,0.572227,-7.35114,7.37338,1.56506,0.00472391,0.271382,2.1705,5.19644
96,pd_tvc,1,35.0692,35.0692,14.0208,12.6653,15.9448,15.9448,0.677052,0.970208,0,48.3111,0.935852,870.725,0.572227,-7.35114,7.37338,1.56506,0.00472391,0.271382,2.1705,5.19644
96,lqr_tvc,1,35.6857,35.6857,11.2125,10.2547,13.0277,13.0277,0.608962,0.980913,0,48.3111,0.935852,870.725,0.572227,-7.35114,7.37338,1.56506,0.00472391,0.271382,2.1705,5.19644
97,open_loop,0,-4.49664,8.02352,178.533,15.8477,24.2866,24.2866,4.70057,-0.999672,0,49.9611,1.14435,839.769,-1.82861,-5.6049,5.89565,2.45056,0.0052324,0.152918,2.39948,5.84929
97,pd_tvc,1,27.3806,27.3806,22.0179,20.3282,22.8097,22.8097,0.984619,0.927066,0,49.9611,1.14435,839.769,-1.82861,-5.6049,5.89565,2.45056,0.0052324,0.152918,2.39948,5.84929
97,lqr_tvc,1,28.8448,28.8448,17.1644,16.2872,18.4405,18.4405,0.840611,0.955462,0,49.9611,1.14435,839.769,-1.82861,-5.6049,5.89565,2.45056,0.0052324,0.152918,2.39948,5.84929
98,open_loop,0,-9.29938,6.08314,178.837,111.632,23.9853,23.9853,7.65639,-0.999794,0,49.0079,0.910414,868.051,-0.413773,-0.585849,0.717236,1.23204,0.00625007,0.31904,2.62892,5.55491
98,pd_tvc,1,34.3978,34.3978,10.9844,9.78574,12.383,12.383,0.53555,0.981679,0,49.0079,0.910414,868.051,-0.413773,-0.585849,0.717236,1.23204,0.00625007,0.31904,2.62892,5.55491
98,lqr_tvc,1,34.7689,34.7689,8.81319,7.96593,10.1391,10.1391,0.485059,0.988193,0,49.0079,0.910414,868.051,-0.413773,-0.585849,0.717236,1.23204,0.00625007,0.31904,2.62892,5.55491
99,open_loop,0,-10.6897,5.18259,177.695,149.974,23.8389,23.8389,6.85175,-0.999191,0,51.4164,1.12415,849.953,-1.66056,3.68948,4.04595,0.013082,0.00692445,0.494049,3.01739,4.29707
99,pd_tvc,1,30.1879,30.1879,1.3856,1.3856,1.06812,1.06812,0.0185859,0.999708,0,51.4164,1.12415,849.953,-1.66056,3.68948,4.04595,0.013082,0.00692445,0.494049,3.01739,4.29707
99,lqr_tvc,1,30.1902,30.1902,1.1203,1.1203,0.933934,0.933934,0.0158784,0.999809,0,51.4164,1.12415,849.953,-1.66056,3.68948,4.04595,0.013082,0.00692445,0.494049,3.01739,4.29707
