time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qw,qx,qy,qz,wx_radps,wy_radps,wz_radps,q_norm,tilt_deg,signed_pitch_deg,unwrapped_pitch_deg,signed_yaw_deg,body_z_x,body_z_y,body_z_z,lateral_m
0.2650000000000001,0.013037584255965157,0.0003452917417155281,0.25242547493350026,0.0720713945873721,0.0035088683112224203,1.9053815893222739,0.9998455307055937,-0.0005868644606944672,-0.01756616970635912,-4.6885431243952346e-08,-0.008982556523933783,-0.2648795873155368,-6.0817749902624736e-21,1.0,2.014161535006564,-2.0130393458425417,-2.0130393458425417,0.06728095710075402,-0.03512691249000753,0.001173549263505507,0.9993821705439047,0.013042155865434498
0.27000000000000013,0.013396284441872824,0.0003631766074622562,0.2620422799848373,0.07138980545943908,0.0036457414266906616,1.9413402455372597,0.9998335523661421,-0.0006095422355875664,-0.018234473427042035,-5.3046956879475465e-08,-0.009162654519700225,-0.26984885999318975,-2.8693241088239414e-21,1.0,2.090799862825268,-2.089633708769074,-2.089633708769074,0.06988336899305844,-0.0364628766195022,0.001218883492016084,0.9993342648742034,0.013401206441801114
0.27500000000000013,0.013751291815560113,0.0003817558562881846,0.2718388753885281,0.07059391941008265,0.003786634748081834,1.9772977011901438,0.9998208916631262,-0.0006326707108609223,-0.018915187594084674,-5.986234835704932e-08,-0.009343400886376063,-0.2748162413486262,-1.0900451312420272e-20,1.0,2.168862445471048,-2.167651404305544,-2.167651404305544,0.07253779284751438,-0.03782359937683977,0.0012651170531393203,0.9992836308121045,0.01375658984379853
0.28000000000000014,0.014102029638905675,0.0004010497875115182,0.2818152546985154,0.06968163520042991,0.003931627633438766,2.0132537775475496,0.9998075232986258,-0.0006562514970329165,-0.019608306643771105,-6.738537203362947e-08,-0.009524809025975635,-0.2797816927155998,-2.37502548381744e-20,1.0,2.2483487422997785,-2.2470918859185027,-2.2470918859185027,0.07524444156050342,-0.039209064914734054,0.0013122530104450678,0.9992301672890731,0.014107731244556552
0.28500000000000014,0.014447910670128966,0.0004210790978835683,0.29197141055342785,0.06865085261227132,0.004080799698716613,2.0492082871917887,0.9997934215275002,-0.0006802862364851426,-0.02031382487286315,-7.567298482122995e-08,-0.009706892277759517,-0.2847451760992688,-2.6962705719612934e-20,1.0,2.329258201836089,-2.3279545961430173,-2.3279545961430173,0.07800353332974341,-0.04061925684494199,0.001360294482402616,0.9991737714593424,0.014454045466190456
0.29000000000000015,0.014788337168993197,0.0004418648828896077,0.30230733463277887,0.06749947248805355,0.0042342308222925425,2.0851610338693645,0.9997785601583503,-0.0007047766032425876,-0.021031736438732358,-8.478545184791779e-08,-0.009889663916834995,-0.2897066541888339,-3.017515660105147e-20,1.0,2.4115902619655554,-2.4102389667788766,-2.4102389667788766,0.08081529169568061,-0.04205415822918189,0.0014092446416168886,0.9991143387046225,0.014794936998803231
0.29500000000000015,0.015122700902210346,0.0004634286380721588,0.31282301761241,0.0662253967717131,0.004392001149429292,2.1211118123398163,0.999762912554494,-0.0007297243027490588,-0.02176203535949804,-9.478646568247102e-08,-0.010073137152853233,-0.29466609036991237,-3.338760748249e-20,1.0,2.4953443501349315,-2.493944419090436,-2.493944419090436,0.08367994558401305,-0.04351375156991532,0.0014591067140492285,0.9990517626389078,0.015129800021160194
0.30000000000000016,0.015450383149052465,0.00048579226037648196,0.3235184491191788,0.06482652855036182,0.004554191096691246,2.1570604082249174,0.9997464516349532,-0.0007551310716380818,-0.022504715514170888,-1.0574326708636018e-07,-0.01025732512880275,-0.29962344873665225,-3.9812509245367064e-20,1.0,2.580519883551571,-2.579070364010023,-2.579070364010023,0.08659772934940058,-0.0449980188009928,0.0015098839782232306,0.998985935113382,0.015458018423225082
0.30500000000000016,0.015770754707173568,0.0005089780495180223,0.33439361768489384,0.06330077209683582,0.004720881356311676,2.19300659785823,0.9997291498754531,-0.0007809986774994967,-0.023259770642801627,-1.177267672569738e-07,-0.010442240919898654,-0.30457869410358873,-4.3024960126805594e-20,1.0,2.667116269388401,-2.665616202344834,-2.665616202344834,0.08956888282041724,-0.04650694127816329,0.00156157976441606,0.9989167462214201,0.01577896583077384
0.31000000000000016,0.016083175898646437,0.0005330087093715681,0.34544851069949817,0.06164603291311887,0.004892152900509812,2.2289501481350253,0.9997109793094348,-0.000807328918641979,-0.024027194346634285,-1.3081167152631723e-07,-0.01062789753256701,-0.30953179201724634,-4.944986188968266e-20,1.0,2.755132904993264,-2.75358132498724,-2.75358132498724,0.09259365134580233,-0.04804049976944766,0.0016141974538357085,0.9988440843036923,0.01609200563233395
0.31500000000000017,0.016386996576218768,0.0005579073493818662,0.35668311436350353,0.05986021777465142,0.005068086985756414,2.264890816362575,0.999691911529077,-0.0008341236238517018,-0.02480698008826349,-1.4507660447976607e-07,-0.010814307903523501,-0.3144827087674908,-5.266231277112119e-20,1.0,2.844569178098368,-2.8429651131284457,-2.8429651131284457,0.09567228584206737,-0.04959867444537611,0.0016677404777846144,0.9987678359533616,0.01639649100873415
0.3200000000000002,0.016681556129793093,0.0005836974859954339,0.36809741363967685,0.057941234775536275,0.00524876515698653,2.3008283501108258,0.9996719176863293,-0.0008613846521473644,-0.025599121191795356,-1.6060423645985e-07,-0.011001484898945518,-0.31943141139863523,-5.266231277112119e-20,1.0,2.935424467036428,-2.933766938475418,-2.933766938475418,0.09880504284251636,-0.051181444869089585,0.001722212316810081,0.9986878860213778,0.016691764965592912
0.3250000000000002,0.016966183493134994,0.0006104030441132997,0.37969139220398107,0.05588699337465182,0.005434269251758141,2.3367624870634556,0.9996509684939566,-0.000889113892531802,-0.02640361084301156,-1.7748141142047227e-07,-0.01118944131373663,-0.3243778677203054,-5.908721453399826e-20,1.0,3.027698140957665,-3.025986163471022,-3.025986163471022,0.10199218454773804,-0.052788789986305706,0.0017776164998419331,0.998604117621874,0.01697716036912502
0.3300000000000002,0.017240197150814172,0.0006380483585643995,0.3914650323957723,0.05369540444268367,0.005624681404355409,2.37269295486933,0.9996290342265916,-0.0009173132637403909,-0.027220442089536022,-1.9579927609744247e-07,-0.011378189870882334,-0.3293220463180691,-5.908721453399826e-20,1.0,3.121389560050538,-3.1196221415172944,-3.1196221415172944,0.10523397887762871,-0.05442068811514897,0.0018339566033178114,0.9985164121376529,0.017251999985706232
