time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qw,qx,qy,qz,wx_radps,wy_radps,wz_radps,q_norm
0.5500000000000003,0.0,0.0,1.0879941875000008,0.0,0.0,3.956342500000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5600000000000003,0.0,0.0,1.1279172800000008,0.0,0.0,4.0282760000000035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5700000000000003,0.0,0.0,1.168559707500001,0.0,0.0,4.100209500000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5800000000000003,0.0,0.0,1.209921470000001,0.0,0.0,4.172143000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5900000000000003,0.0,0.0,1.252002567500001,0.0,0.0,4.244076500000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6000000000000003,0.0,0.0,1.294803000000001,0.0,0.0,4.316010000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6100000000000003,0.0,0.0,1.3383227675000011,0.0,0.0,4.387943500000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6200000000000003,0.0,0.0,1.382561870000001,0.0,0.0,4.459877000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6300000000000003,0.0,0.0,1.4275203075000011,0.0,0.0,4.531810500000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6400000000000003,0.0,0.0,1.4731980800000013,0.0,0.0,4.603744000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6500000000000004,0.0,0.0,1.5195951875000013,0.0,0.0,4.675677500000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6600000000000004,0.0,0.0,1.5667116300000015,0.0,0.0,4.7476110000000045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6700000000000004,0.0,0.0,1.6145474075000015,0.0,0.0,4.819544500000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6800000000000004,0.0,0.0,1.6631025200000016,0.0,0.0,4.891478000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6900000000000004,0.0,0.0,1.7123769675000016,0.0,0.0,4.963411500000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7000000000000004,0.0,0.0,1.7623707500000017,0.0,0.0,5.035345000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7100000000000004,0.0,0.0,1.8130838675000016,0.0,0.0,5.107278500000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7200000000000004,0.0,0.0,1.8645163200000017,0.0,0.0,5.179212000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7300000000000004,0.0,0.0,1.9166681075000018,0.0,0.0,5.251145500000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7400000000000004,0.0,0.0,1.9695392300000019,0.0,0.0,5.323079000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7500000000000004,0.0,0.0,2.0231296875000018,0.0,0.0,5.395012500000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7600000000000005,0.0,0.0,2.077439480000002,0.0,0.0,5.466946000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7700000000000005,0.0,0.0,2.132468607500002,0.0,0.0,5.5388795000000055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7800000000000005,0.0,0.0,2.188217070000002,0.0,0.0,5.610813000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7900000000000005,0.0,0.0,2.244684867500002,0.0,0.0,5.682746500000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8000000000000005,0.0,0.0,2.301872000000002,0.0,0.0,5.754680000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8100000000000005,0.0,0.0,2.359778467500002,0.0,0.0,5.826613500000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8200000000000005,0.0,0.0,2.418404270000002,0.0,0.0,5.898547000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8300000000000005,0.0,0.0,2.4777494075000024,0.0,0.0,5.970480500000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8400000000000005,0.0,0.0,2.5378138800000025,0.0,0.0,6.042414000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8500000000000005,0.0,0.0,2.5985976875000025,0.0,0.0,6.114347500000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8600000000000005,0.0,0.0,2.6601008300000024,0.0,0.0,6.186281000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8700000000000006,0.0,0.0,2.7223233075000026,0.0,0.0,6.2582145000000065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8800000000000006,0.0,0.0,2.7852651200000027,0.0,0.0,6.3301480000000065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8900000000000006,0.0,0.0,2.8489262675000027,0.0,0.0,6.402081500000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9000000000000006,0.0,0.0,2.913306750000003,0.0,0.0,6.474015000000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9100000000000006,0.0,0.0,2.978406567500003,0.0,0.0,6.545948500000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9200000000000006,0.0,0.0,3.044225720000003,0.0,0.0,6.617882000000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9300000000000006,0.0,0.0,3.110764207500003,0.0,0.0,6.689815500000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9400000000000006,0.0,0.0,3.1780220300000033,0.0,0.0,6.761749000000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9500000000000006,0.0,0.0,3.2459991875000034,0.0,0.0,6.833682500000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9600000000000006,0.0,0.0,3.3146956800000034,0.0,0.0,6.905616000000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9700000000000006,0.0,0.0,3.3841115075000037,0.0,0.0,6.977549500000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9800000000000006,0.0,0.0,3.454246670000004,0.0,0.0,7.0494830000000075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9900000000000007,0.0,0.0,3.525101167500004,0.0,0.0,7.121416500000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0000000000000007,0.0,0.0,3.596675000000004,0.0,0.0,7.193350000000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0100000000000007,0.0,0.0,3.668968167500004,0.0,0.0,7.265283500000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0200000000000007,0.0,0.0,3.7419806700000042,0.0,0.0,7.337217000000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0300000000000007,0.0,0.0,3.8157125075000042,0.0,0.0,7.409150500000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0400000000000007,0.0,0.0,3.890163680000004,0.0,0.0,7.481084000000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0500000000000007,0.0,0.0,3.9653341875000043,0.0,0.0,7.553017500000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0600000000000007,0.0,0.0,4.041224030000005,0.0,0.0,7.624951000000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0700000000000007,0.0,0.0,4.117833207500005,0.0,0.0,7.696884500000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0800000000000007,0.0,0.0,4.195161720000005,0.0,0.0,7.768818000000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0900000000000007,0.0,0.0,4.273209567500005,0.0,0.0,7.8407515000000085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1000000000000008,0.0,0.0,4.351976750000005,0.0,0.0,7.912685000000009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1100000000000008,0.0,0.0,4.431463267500005,0.0,0.0,7.984618500000009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1200000000000008,0.0,0.0,4.511669120000005,0.0,0.0,8.056552000000009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1300000000000008,0.0,0.0,4.592594307500005,0.0,0.0,8.128485500000009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1400000000000008,0.0,0.0,4.6742388300000055,0.0,0.0,8.200419000000009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1500000000000008,0.0,0.0,4.756602687500005,0.0,0.0,8.272352500000009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1600000000000008,0.0,0.0,4.8396858800000055,0.0,0.0,8.34428600000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1700000000000008,0.0,0.0,4.923488407500006,0.0,0.0,8.41621950000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1800000000000008,0.0,0.0,5.008010270000006,0.0,0.0,8.48815300000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1900000000000008,0.0,0.0,5.093251467500006,0.0,0.0,8.56008650000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2000000000000008,0.0,0.0,5.179212000000006,0.0,0.0,8.63202000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2100000000000009,0.0,0.0,5.265891867500006,0.0,0.0,8.70395350000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2200000000000009,0.0,0.0,5.353291070000006,0.0,0.0,8.77588700000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2300000000000009,0.0,0.0,5.441409607500006,0.0,0.0,8.84782050000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2400000000000009,0.0,0.0,5.530247480000006,0.0,0.0,8.91975400000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2500000000000009,0.0,0.0,5.6198046875000065,0.0,0.0,8.99168750000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.260000000000001,0.0,0.0,5.710081230000006,0.0,0.0,9.06362100000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.270000000000001,0.0,0.0,5.8010771075000065,0.0,0.0,9.13555450000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.280000000000001,0.0,0.0,5.892792320000007,0.0,0.0,9.20748800000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.290000000000001,0.0,0.0,5.985226867500007,0.0,0.0,9.27942150000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.300000000000001,0.0,0.0,6.078380750000007,0.0,0.0,9.35135500000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.310000000000001,0.0,0.0,6.172253967500008,0.0,0.0,9.42328850000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.320000000000001,0.0,0.0,6.266846520000008,0.0,0.0,9.49522200000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.330000000000001,0.0,0.0,6.362158407500008,0.0,0.0,9.56715550000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.340000000000001,0.0,0.0,6.458189630000008,0.0,0.0,9.639089000000011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.350000000000001,0.0,0.0,6.554940187500008,0.0,0.0,9.711022500000011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.360000000000001,0.0,0.0,6.652410080000008,0.0,0.0,9.782956000000011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.370000000000001,0.0,0.0,6.750599307500008,0.0,0.0,9.854889500000011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.380000000000001,0.0,0.0,6.849507870000008,0.0,0.0,9.926823000000011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.390000000000001,0.0,0.0,6.9491357675000085,0.0,0.0,9.998756500000011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.400000000000001,0.0,0.0,7.049483000000008,0.0,0.0,10.070690000000011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.410000000000001,0.0,0.0,7.150549567500009,0.0,0.0,10.142623500000012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.420000000000001,0.0,0.0,7.252335470000009,0.0,0.0,10.214557000000012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.430000000000001,0.0,0.0,7.354840707500009,0.0,0.0,10.286490500000012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.440000000000001,0.0,0.0,7.458065280000009,0.0,0.0,10.358424000000012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.450000000000001,0.0,0.0,7.562009187500009,0.0,0.0,10.430357500000012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.460000000000001,0.0,0.0,7.666672430000009,0.0,0.0,10.502291000000012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.470000000000001,0.0,0.0,7.772055007500009,0.0,0.0,10.574224500000012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.480000000000001,0.0,0.0,7.878156920000009,0.0,0.0,10.646158000000012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.490000000000001,0.0,0.0,7.984978167500009,0.0,0.0,10.718091500000012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.500000000000001,0.0,0.0,8.092518750000009,0.0,0.0,10.790025000000012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5100000000000011,0.0,0.0,8.200778667500009,0.0,0.0,10.861958500000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5200000000000011,0.0,0.0,8.309757920000008,0.0,0.0,10.933892000000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5300000000000011,0.0,0.0,8.419456507500009,0.0,0.0,11.005825500000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5400000000000011,0.0,0.0,8.529874430000008,0.0,0.0,11.077759000000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5500000000000012,0.0,0.0,8.641011687500008,0.0,0.0,11.149692500000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5600000000000012,0.0,0.0,8.752868280000008,0.0,0.0,11.221626000000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5700000000000012,0.0,0.0,8.865444207500008,0.0,0.0,11.293559500000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5800000000000012,0.0,0.0,8.978739470000008,0.0,0.0,11.365493000000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5900000000000012,0.0,0.0,9.092754067500008,0.0,0.0,11.437426500000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6000000000000012,0.0,0.0,9.207488000000009,0.0,0.0,11.509360000000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6100000000000012,0.0,0.0,9.322941267500008,0.0,0.0,11.581293500000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6200000000000012,0.0,0.0,9.439113870000009,0.0,0.0,11.653227000000014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6300000000000012,0.0,0.0,9.556005807500009,0.0,0.0,11.725160500000014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6400000000000012,0.0,0.0,9.673617080000009,0.0,0.0,11.797094000000014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6500000000000012,0.0,0.0,9.79194768750001,0.0,0.0,11.869027500000014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6600000000000013,0.0,0.0,9.91099763000001,0.0,0.0,11.940961000000014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6700000000000013,0.0,0.0,10.03076690750001,0.0,0.0,12.012894500000014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6800000000000013,0.0,0.0,10.15125552000001,0.0,0.0,12.084828000000014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6900000000000013,0.0,0.0,10.27246346750001,0.0,0.0,12.156761500000014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7000000000000013,0.0,0.0,10.39439075000001,0.0,0.0,12.228695000000014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7100000000000013,0.0,0.0,10.517037367500011,0.0,0.0,12.300628500000014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7200000000000013,0.0,0.0,10.640403320000011,0.0,0.0,12.372562000000014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7300000000000013,0.0,0.0,10.764488607500011,0.0,0.0,12.444495500000015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7400000000000013,0.0,0.0,10.889293230000012,0.0,0.0,12.516429000000015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7500000000000013,0.0,0.0,11.014817187500013,0.0,0.0,12.588362500000015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7600000000000013,0.0,0.0,11.141060480000013,0.0,0.0,12.660296000000015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7700000000000014,0.0,0.0,11.268023107500012,0.0,0.0,12.732229500000015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7800000000000014,0.0,0.0,11.395705070000012,0.0,0.0,12.804163000000015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7900000000000014,0.0,0.0,11.524106367500012,0.0,0.0,12.876096500000015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8000000000000014,0.0,0.0,11.653227000000012,0.0,0.0,12.948030000000015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8100000000000014,0.0,0.0,11.783066967500012,0.0,0.0,13.019963500000015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8200000000000014,0.0,0.0,11.913626270000012,0.0,0.0,13.091897000000015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8300000000000014,0.0,0.0,12.044904907500012,0.0,0.0,13.163830500000016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8400000000000014,0.0,0.0,12.176902880000013,0.0,0.0,13.235764000000016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8500000000000014,0.0,0.0,12.309620187500013,0.0,0.0,13.307697500000016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8600000000000014,0.0,0.0,12.443056830000012,0.0,0.0,13.379631000000016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8700000000000014,0.0,0.0,12.577212807500013,0.0,0.0,13.451564500000016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8800000000000014,0.0,0.0,12.712088120000013,0.0,0.0,13.523498000000016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
