time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qw,qx,qy,qz,wx_radps,wy_radps,wz_radps,q_norm,tilt_deg,signed_pitch_deg,signed_yaw_deg,body_z_x,body_z_y,body_z_z,lateral_m,cmd_gimbal_x_deg,cmd_gimbal_y_deg,cmd_gimbal_total_deg,ach_gimbal_x_deg,ach_gimbal_y_deg,ach_gimbal_total_deg,gimbal_lag_error_deg,requested_torque_norm_nm,achievable_torque_norm_nm,available_tvc_torque_nm,torque_authority_margin_nm,rate_limited,position_limited,saturated
0.18000000000000008,0.0013507009726119474,0.00013446239192600344,0.11651671036583963,-0.008733043162581389,0.0017784518320260415,1.2943485010686515,0.9996416995038798,-0.0001983606643046992,-0.02676627103132301,1.058113007774557e-06,-0.003219130767520428,-0.6562770504666348,2.8891274254148417e-21,1.0,3.067639339231148,-3.06755528927963,0.02275166870643352,-0.053513361746042404,0.00039652253968144044,0.9985670547762494,0.0013573773433564163,-0.12847988795738594,0.009120799779698797,0.12880322433139552,0.4220372412468748,0.006446130880212401,0.4220864669740048,0.5505236265602255,28.987266698611684,7.514066520139989,88.89885760261133,59.911590903999645,0,0,0
0.18500000000000008,0.001297329347945505,0.0001435489763734656,0.12307813462076171,-0.012662400333659675,0.001856427566352553,1.330218997555814,0.9995960168094186,-0.00020638200525471348,-0.028421129179531695,1.1717141783926353e-06,-0.0032019589826854833,-0.6681136489680469,2.8891274254148417e-21,1.0,3.2573460170644184,-3.257260352472922,0.023674512966284426,-0.056819295525813086,0.000412530657907453,0.9983843936452566,0.0013052470056118034,-0.1775939268030338,0.00922531374123662,0.17783337496360344,0.3820618300435476,0.0066314097376140154,0.38211937607419594,0.5596617679540918,29.861184233244362,6.802575583756625,88.89885760261133,59.03767336936697,0,0,0
0.19000000000000009,0.0012234569324622684,0.0001530298060670075,0.12981886978222465,-0.016934142743838518,0.0019361491878150596,1.3660726345631529,0.9995467487964407,-0.00021435368256895597,-0.03010400340973405,1.292507022326839e-06,-0.003179874419667159,-0.6787623999596093,2.8891274254148417e-21,1.0,3.4502734285818963,-3.450186209350828,0.02459210468027678,-0.060180718022020546,0.000428435233737074,0.998187406062411,0.001232990262384456,-0.22504591498306897,0.009320162410254042,0.22523882719886515,0.3415879803751065,0.006810659915790017,0.341655869882595,0.5666394523606254,30.705488060219203,6.082244132555632,88.89885760261133,58.19336954239213,0,0,0
0.1950000000000001,0.0011273586643339754,0.00016291357491534446,0.13673882738873114,-0.021553438813796545,0.0020176021367861135,1.4019077417144363,0.9994938487736437,-0.00022226363280987874,-0.03181189809660162,1.4205192505603173e-06,-0.003153078325153878,-0.688208429072401,-3.233234560236905e-22,1.0,3.646079149338038,-3.6459904361705506,0.025503085359696448,-0.06359159356219414,0.00044421188877182905,0.9979759074767381,0.0011390690896256393,-0.27075806726344986,0.009405501116324325,0.27092138055068304,0.30076491053253607,0.006983649329158971,0.30084597847669015,0.5715281091205139,31.51879779314557,5.355743260020834,88.89885760261133,57.38005980946576,0,0,0
0.2000000000000001,0.0010072854882801916,0.00017320889798814744,0.14383791057120004,-0.026524716611055946,0.002100769450982953,1.4377226277412698,0.9994372894967253,-0.00023010030674721694,-0.03354178610133083,1.5557485506171564e-06,-0.003121778782022118,-0.6964412889107786,6.1015783068533734e-21,1.0,3.844417127971223,-3.844326982096365,0.026406153391109674,-0.06704582428794247,0.0004598372886053826,0.9977497912779628,0.0010220691646078226,-0.3146600090336672,0.00948150622916082,0.3148028275690057,0.2597365825614559,0.007150173122492427,0.25983498089438534,0.5744013227266707,32.29986510419564,4.62565954378233,88.89885760261133,56.59899249841569,0,0,0
0.2050000000000001,0.000861468049353842,0.0001839242998150169,0.15111601397630264,-0.03185166736621857,0.002185631890944399,1.473515591645251,0.9993770637659559,-0.00023785268587334226,-0.03529061974169001,1.6981621310637675e-06,-0.003086189866628541,-0.7034548032255133,2.8891274254148413e-21,1.0,4.044938932113983,-4.044847415112398,0.027300065570626045,-0.07053727267968693,0.0004752891792458399,0.9975090311686946,0.0008808832772393614,-0.35668868960011685,0.009548373958086491,0.3568164692582056,0.21864156441735103,0.007310053178198698,0.2187637322965915,0.5753346080914287,33.04757212604307,3.894500856045433,88.89885760261133,55.85128547656826,0,0,0
0.2100000000000001,0.0006881203637618589,0.0001950682033186711,0.15857302374601343,-0.0375372511318775,0.0022721680681803257,1.5092849340075414,0.9993131848411226,-0.0002455102968059493,-0.03705534136899058,1.8476964281556072e-06,-0.0030465308214745507,-0.7092469069680648,2.8891274254148413e-21,1.0,4.247294949072316,-4.247202122704512,0.028183638418349206,-0.07405978330489896,0.0004905464191811018,0.9972536828014434,0.0007152350934970455,-0.39678828149906065,0.009606319140958382,0.3969045498635859,0.17761290802292357,0.007463137575716011,0.17776963609917634,0.5744051877825374,33.76092960578606,3.1647136559272266,88.89885760261133,55.13792799682527,0,0,0
0.2150000000000001,0.0004854434562351636,0.00020664891939459217,0.16620881755383632,-0.043583704492590206,0.0023603545755452966,1.545028968335267,0.9992456866728261,-0.00025306322361092414,-0.03883289354065831,2.0042569723229303e-06,-0.0030030252448202894,-0.7138194826979467,-1.929548896742957e-21,1.0,4.451135540160319,-4.4510414661989754,0.029055749282576784,-0.07760720375746319,0.000505589007102205,0.9969838846765295,0.0005275975029210182,-0.4349100663639525,0.009655574025444964,0.4350172363647886,0.1367780430637985,0.0076093000056979415,0.13698954161153704,0.5716917715853885,34.439074821070605,2.4387345606677044,88.89885760261133,54.459782781540724,0,0,0
0.2200000000000001,0.0002516289539293886,0.00021867463714712892,0.1740232646976205,-0.049992550230685474,0.0024501661193871704,1.5807460323372433,0.9991746239511645,-0.0002605021180826765,-0.0406202287782377,2.1677184114673187e-06,-0.002955900298735742,-0.7171781938109713,-3.5357743374622234e-21,1.0,4.656112147715038,-4.656016887780135,0.02991533724328218,-0.08117340475800232,0.000520398105311879,0.9966998583053002,0.00033337025570231494,-0.47101230789591986,0.009696387045541892,0.47111210354986394,0.09625868633315061,0.007748439141687539,0.09657004195772265,0.5672743387415601,35.08126926882902,1.7191736599746945,88.89885760261133,53.81758833378231,0,0,0
0.22500000000000012,-1.5137372677747252e-05,0.00023115341478981144,0.18201622624835367,-0.05676460884936962,0.0025415756530225908,1.616434499025627,0.9991000719747919,-0.00026781820802354405,-0.042414318901842156,2.33792468736737e-06,-0.0029053859369854705,-0.7193323150511527,-8.354450659620022e-21,1.0,4.861878353943948,-4.861781969342655,0.03076140382427738,-0.08475229938746215,0.0005349560588584482,0.9964019076510006,0.00023164852950229497,-0.5050601125012516,0.009729021596198928,0.5051538093501782,0.05617076641085712,0.007880477971988297,0.05672086857806452,0.5612339232067042,35.68689613725805,1.0097650520811199,88.89885760261133,53.211961465353276,0,0,0
0.23000000000000012,-0.0003166721309263228,0.0002440931712153992,0.19018755525381464,-0.06390001185163995,0.0026345545110943616,1.652092787545121,0.9990221263451566,-0.0002750033035680782,-0.04421216393326089,2.514689360866277e-06,-0.002851714154050789,-0.7202945607632094,-1.1566901541058554e-20,1.0,5.068090890894304,-5.0679934424656095,0.03159301352323299,-0.08833786142894964,0.0005492464104485204,0.9960904178670432,0.00039982835659743834,-0.5370252781757149,0.009753754808916246,0.5371138474593411,0.016624363438418988,0.008005363094450161,0.0184514307848098,0.5536524022643142,36.25545757187901,0.32847897412879606,88.89885760261133,52.643400030732316,0,0,0
